Holding management accountable: a new policy for protection against computer crime,"Wilson, C.","Comput. Security Officer for the Congressional Res. Service, Libr. of Congress, USA","National Aerospace and Electronics Conference, 2000. NAECON 2000. Proceedings of the IEEE 2000",20020806,2000,,,272,281,"Attacks by cyber criminals can be potentially just as damaging to the national infrastructure as attacks by cyber terrorists. Effective security countermeasures to combat computer crime parallel those used to protect against potential threats due to cyber terrorism and information warfare. Federal data about crime indicate that the growth in prosecution of computer crime is lower than the growth of computer incidents. A survey of the attitudes and activities of college students also revealed that current policy does not provide a strong deterrent to computer crime. Current policy, as expressed in the Computer Fraud and Abuse Act, does not hold organizational management accountable when their computers are broken into by hackers. However, security organizations repeatedly state that many if not most, computer intrusions occur largely because the host operating system has not had the latest fixes applied. Sometimes notices of system vulnerabilities have been widely published for months, but because available fixes were not applied, hackers using sophisticated attack tools, were able to locate exposed hosts on the Internet and attack those vulnerabilities. Hackers share vulnerability information via informal groups linked through the Internet, while government and private industry are reluctant to share vulnerability information. This characteristic gives attackers an advantage that helps them exploit host weaknesses. A recommendation is made to hold managers in the government and private sector more accountable for keeping their computer assets updated with the latest operating system fixes, to improve computer security and protect the national infrastructure",,0-7803-6262-4,,10.1109/NAECON.2000.894921,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=894921,,Computer crime;Computer hacking;Computer security;Data security;Government;Information security;Internet;Operating systems;Protection;Terrorism,computer crime,Computer Fraud and Abuse Act;Internet;computer crime;computer hacker;cyber criminal;cyber terrorist;information warfare;management accountability;national infrastructure;operating system;security organization,,0,,20,,,2000,10 Oct 2000-12 Oct 2000,IEEE,IEEE Conference Publications
"Host Identity Protocol (HIP): Connectivity, Mobility, Multi-Homing, Security, and Privacy over IPv4 and IPv6 Networks","Nikander, P.; Gurtov, A.; Henderson, T.R.","NomadicLab, Ericsson, Jorvas, Finland","Communications Surveys & Tutorials, IEEE",20100513,2010,12,2,186,204,"The Host Identity Protocol (HIP) is an inter-networking architecture and an associated set of protocols, developed at the IETF since 1999 and reaching their first stable version in 2007. HIP enhances the original Internet architecture by adding a name space used between the IP layer and the transport protocols. This new name space consists of cryptographic identifiers, thereby implementing the so-called identifier/locator split. In the new architecture, the new identifiers are used in naming application level end-points (sockets), replacing the prior identification role of IP addresses in applications, sockets, TCP connections, and UDP-based send and receive system calls. IPv4 and IPv6 addresses are still used, but only as names for topological locations in the network. HIP can be deployed such that no changes are needed in applications or routers. Almost all pre-compiled legacy applications continue to work, without modifications, for communicating with both HIP-enabled and non-HIP-enabled peer hosts. The architectural enhancement implemented by HIP has profound consequences. A number of the previously hard networking problems become suddenly much easier. Mobility, multi-homing, and baseline end-to-end security integrate neatly into the new architecture. The use of cryptographic identifiers allows enhanced accountability, thereby providing a base for easier build up of trust. With privacy enhancements, HIP allows good location anonymity, assuring strong identity only towards relevant trusted parties. Finally, the HIP protocols have been carefully designed to take middle boxes into account, providing for overlay networks and enterprise deployment concerns. This article provides an in-depth look at HIP, discussing its architecture, design, benefits, potential drawbacks, and ongoing work.",1553-877X,,,10.1109/SURV.2010.021110.00070,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5451761,Communication architecture;Communication system security;Host Identity Protocol;Identifier/Locator split;Inter-networking;Mobile communication;Multi-access communication,,IP networks;cryptographic protocols;mobile radio;telecommunication network routing;telecommunication security;transport protocols,IP addresses;IPv4 networks;IPv6 networks;TCP connections;cryptographic identifiers;host identity protocol;mobile communication;multi-homing;privacy;routers;security;transport protocols,,18,1,71,,2010-04-19,Second Quarter 2010,,IEEE,IEEE Journals & Magazines
How Usage Control and Provenance Tracking Get Together - A Data Protection Perspective,"Bier, C.","Fraunhofer Inst. of Optronics, Syst. Technol. & Image Exploitation, Karlsruhe, Germany","Security and Privacy Workshops (SPW), 2013 IEEE",20130722,2013,,,13,17,"These days, sensitive and personal information is used within a wide range of applications. The exchange of this information is increasingly faster and more and more unpredictable. Hence, the person concerned cannot determine what happens with his personal data after it has been released. It is highly intransparent who is accountable for data misuse. Usage control and provenance tracking are two different approaches to tackle this problem. This work compares the two concepts from a data protection perspective. The support and fulfillment of data protection requirements are analysed. Models and architectures are investigated for commonalities. Combining the two technologies can increase flexibility and effectiveness of provenance tracking and thereby enhance information accountability in practice, if resulting linkability drawbacks are properly handled. A joint architecture is proposed to support this insight.",,978-1-4799-0458-7,,10.1109/SPW.2013.24,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6565222,data protection;privacy;provenance;usage control,Access control;Conferences;Containers;Data privacy;Europe;Privacy,security of data,data protection perspective;data protection requirements;data usage control;information accountability;information exchange;linkability drawbacks;personal information;provenance tracking;sensitive information,,0,,31,,,23-24 May 2013,,IEEE,IEEE Conference Publications
Human-robot interaction and future industrial robotics applications,"Heyer, C.","ABB Strategic R&D for Oil, Gas & Petrochemicals, Oslo, Norway","Intelligent Robots and Systems (IROS), 2010 IEEE/RSJ International Conference on",20101203,2010,,,4749,4754,"Industrial robots, designed for performing operations quickly, repeatedly and accurately have a long heritage in the manufacturing industry, operating in relatively static environments and in large numbers. Trends in the oil and gas industry to improve safety and efficiency and reduce environmental impact suggest the use of industrial robotics. New developments in regions difficult or dangerous for humans to work in could be enabled with maintenance, inspection and repairs carried out by remotely-controlled industrial robots. This new application area highlights some difficulties with today's robots, as they do not adapt well to dynamic environments, do not offer rich human-robot interaction and are not simple for end-users to program. In addition, the oil and gas context presents a challenging work environment for robots as they are exposed to variable and often extreme weather and need to be safe for use alongside explosive hydrocarbons. As robots are introduced, issues of trust and accountability come to the fore as well as how they fit into organisational structures. If robots have too little autonomy, human operators will waste time attending to robots instead of attending to their work tasks. If robots are highly autonomous, situational awareness of plant activity is diminished. A balance needs to be struck to find a level of autonomy suitable for the task, the realistic capabilities of the automation, and the need to actively engage human operators in a constructive fashion. These issues also relate to what form the interface takes for remote or co-located robot control, as well as how information and activity is represented for remote operators. The contribution of this paper is a discussion of issues relating to human-robot interaction for future industrial robotics, in particular for the oil and gas industry",2153-0858,978-1-4244-6674-0,,10.1109/IROS.2010.5651294,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5651294,,,control engineering computing;gas industry;human-robot interaction;industrial robots;petroleum industry;telerobotics,explosive hydrocarbons;gas industry;human-robot interaction;inspection;maintenance;manufacturing industry;oil industry;plant activity;remotely-controlled industrial robots,,14,,40,,,18-22 Oct. 2010,,IEEE,IEEE Conference Publications
IEEE Draft Biometrics Open Protocol Standard,,,"IEEE P2410/D4, September 2014",20141218,2014,,,1,38,"Biometric Open Protocol Standard (BOPS) provides Identity Assertion, Role Gathering, Multi-Level Access Control, Assurance, and Auditing. The BOPS includes software running on a client device (Android, iPhone, etc.), a trusted BOPS Server, and an Intrusion Detection(IDS) system. The BOPS allows pluggable components to replace existing components functionality accepting integration into current operating environments in a short period of time. The BOPS provides continuous protection to the resources and assurance of the placement and viability of adjudication, and other key features. Accountability is the mechanism that proves a service level guarantee of security. The BOPS allows the systems to meet security needs by using the API.The BOPS need not know whether the underlying system is a Relational Database Management System (RDBMS) or a Search Engine. The BOPS functionality offers a point and cut mechanism to add the appropriate security to the production systems as well as to the systems in development. The architecture is a language neutral allowing REST, JSON and Secure Socket Layers(SSL) to provide the communication interface. The architecture is built on the servlet specification, open secure socket layers, Java, JSON, REST and Apache Solr. Each and every tool adheres to the open standards allowing maximum interoperability.",,,978-0-7381-9467-7,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6985516,BOPS IDS;BOPS admin;BOPS cluster;BOPS server;IDS cluster;IEEE 2410;Jena Rules;admin console;application;client device IDS;liveness;original site admin;site admin;trusted adjudicated data;user;user device,Biomedical monitoring;Biometrics;IEEE standards;Medical devices,,,,0,,,,,May 27 2014,,IEEE,IEEE Standards
IEEE Draft Standard for a Protection Profile in Operational Environment A,,,"IEEE Unapproved Draft Std P2600.1/D41c, Mar 2009",20090306,2009,,,,,"Standard for a Protection Profile for Hardcopy Devices in a restrictive commercial information processing environment in which a relatively high level of document security, operational accountability, and information assurance, are required. Typical information processed in this environment is trade secret, mission-critical, or subject to legal and regulatory considerations such as for privacy or governance. This environment is not intended to support life-critical or national security applications. This environment will be known as Â¿Operational Environment A.Â¿",,,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4799081,All-In-One;Common Criteria;Copier;Disk overwrite;Document;Document Server;Document Storage and Retrieval;Facsimile;Fax;ISO/IEC 15408;MFD;MFP;Multifunction Device;Multifunction Product;Network;Network interface;Nonvolatile storage;Office;Paper;Printer;Protection Profile;Residual data;Scanner;Security Target;Shared communications medium;Temporary data,,,,,0,,,,,2009,,IEEE,IEEE Standards
IEEE Standard for a Protection Profile in Operational Environment A,,,IEEE Std 2600.1-2009,20090616,2009,,,c1,54,"This standard is for a protection profile for hardcopy devices in a restrictive commercial information processing environment in which a relatively high level of document security, operational accountability, and information assurance are required. Typical information processed in this environment is trade secret, mission critical, or subject to legal and regulatory considerations such as for privacy or governance. This environment is not intended to support life-critical or national security applications. This environment will be known as ""Operational Environment A"".",,978-0-7381-5987-4,978-0-7381-5986-7,10.1109/IEEESTD.2009.5075726,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5075726,Common Criteria;ISO/IEC 15408;Protection Profile;all-in-one;copier;disk overwrite;document;document server;document storage and retrieval;facsimile;fax;hardcopy;multifunction device (MFD);multifunction product (MFP);network;network interface;nonvolatile storage;office;paper;printer;residual data;scanner;security target;shared communications medium;temporary data,,IEEE standards;data communication equipment;photocopying;security of data,IEEE standard;commercial information processing environment;document security;hardcopy devices;national security applications;operational accountability;protection profile,,0,,3,,,June 12 2009,,IEEE,IEEE Standards
Implementation and evaluation of accountability using flow-net in wireless networks,"Yang Xiao; Ke Meng; Takahashi, D.","Dept. of Comput. Sci., Univ. of Alabama, Tuscaloosa, AL, USA","MILITARY COMMUNICATIONS CONFERENCE, 2010 - MILCOM 2010",20110106,2010,,,7,12,"In order to provide accountability, a better logging system is needed so that not only the activities but also their relationships are captured. To this end, our previous work proposed a novel logging mechanism, flow-net methodology, for accountability. In this paper, we extend the flow-net methodology and present its design and implementation in wireless networks. We also evaluate the performance of flow-net and compare it to that of audit log files.",2155-7578,978-1-4244-8178-1,,10.1109/MILCOM.2010.5680278,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5680278,Accountability;Logging;Media Access Control (MAC);Trace;routing;wireless networks,Complexity theory;Computers;IEEE 802.11 Standards;Security;Wireless LAN;Wireless networks,authorisation;performance evaluation;radio networks;telecommunication security,accountability;audit log files;flow-net methodology;logging mechanism;logging system;performance evaluation;wireless networks,,2,,50,,,Oct. 31 2010-Nov. 3 2010,,IEEE,IEEE Conference Publications
Implementation of an electronic media security system,"Silvers, K.L.; Burghard, B.J.; Skorpik, J.R.; Clark, D.A.","Pacific Northwest Lab., Richland, WA, USA","Measurement Systems for Homeland Security, Contraband Detection and Personal Safety Workshop, 2005. (IMS 2005) Proceedings of the 2005 IEEE International Workshop on",20050906,2005,,,35,41,"Recent security lapses within the Department of Energy Laboratories prompted the establishment and implementation of additional procedures and training for operations involving classified removable electronic media (CREM) storage. In addition, the definition of CREM has been expanded and the number of CREM has increased significantly. Procedures now require that all CREM be inventoried and accounted for on a weekly basis. Weekly inventories consist of a physical comparison of each item against the reportable inventory listing. Securing and accounting for CREM is a continuous challenge for existing security systems. To address the challenge, Pacific Northwest National Laboratory (PNNL) has developed an automated electronic media security system (EMSS) for a weekly CREM inventory collection and reporting system. The EMSS approach is to tag the CREM with an electronically readable unique identification code and automatically collect data on the inventory in each security container or vault at a user-defined interval and upon detection of an access event, thus eliminating the need for hand-written inventory sheets while allowing automated transfer of the collected inventory data to an electronic reporting system. An electronic log of CREM access events is maintained, providing enhanced accountability for daily/weekly checks, routine audits, and follow-up investigations. The key attributes of the EMSS include improved accountability, reduced risk of human error, improved accuracy and timeliness of inventory data, and reduced costs as a result of man-hour reductions.",,0-7803-9121-7,,10.1109/MSHS.2005.1502552,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1502552,,Alarm systems;Containers;Costs;Data security;Documentation;Energy storage;Humans;Laboratories;National security;Secure storage,identification technology;security of data;storage management;storage media,Department of Energy Laboratories;access events;classified removable electronic media storage;electronic media security system;electronic tag;electronically readable identification code;security lapses;weekly inventory collection;weekly inventory reporting system,,0,1,,,,29-30 March 2005,,IEEE,IEEE Conference Publications
Implementing fair non-repudiable interactions with Web services,"Robinson, P.; Cook, N.; Shrivastava, S.","Sch. of Comput. Sci., Newcastle Univ., Newcastle-upon-Tyne, UK","EDOC Enterprise Computing Conference, 2005 Ninth IEEE International",20051121,2005,,,195,206,"The use of open, Internet-based communications for business-to-business (B2B) interactions requires accountability for and acknowledgment of the actions of participants. Accountability and acknowledgment can be achieved by the systematic maintenance of an irrefutable audit trail to render the interaction non-repudiable. To safeguard the interests of each party, the mechanisms used to meet this requirement should ensure fairness. That is, misbehaviour should not disadvantage well-behaved parties. Despite the fact that Web services are increasingly used to enable B2B interactions, there is currently no systematic support to deliver such guarantees. This paper introduces a flexible framework to support fair non-repudiable B2B interactions based on a trusted delivery agent. A Web services implementation is presented. The role of the delivery agent can be adapted to different end user capabilities and to meet different application requirements.",,0-7695-2441-9,,10.1109/EDOC.2005.16,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1540679,Enterprise computing;Fair exchange;Inter-enterprise collaboration and virtual enterprises;Middleware standards and systems;Non-repudiation;Security;Web services,Collaboration;Collaborative work;Communication system security;Contracts;Internet;Middleware;Monitoring;Protection;Virtual enterprises;Web services,Internet;business communication;electronic data interchange;open systems;security of data;software agents;virtual enterprises,B2B;Web services;business-to-business;enterprise computing;fair exchange;fair on-repudiable interactions;inter-enterprise collaboration;middleware standards;middleware systems;open Internet-based communications;security;trusted delivery agent;virtual enterprises,,5,,27,,,19-23 Sept. 2005,,IEEE,IEEE Conference Publications
Improving Policy,"Masum, H.; Tovey, M.; Newmark, C.",,The Reputation Society:How Online Opinions Are Reshaping the Offline World,20150318,2011,,,,,"<P>In making decisions, we often seek advice. Online, we check Amazon recommendations, eBay vendors' histories, TripAdvisor ratings, and even our elected representatives' voting records. These online reputation systems serve as filters for information overload. In this book, experts discuss the benefits and risks of such online tools.The contributors offer expert perspectives that range from philanthropy and open access to science and law, addressing reputation systems in theory and practice. Properly designed reputation systems, they argue, have the potential to create a ""reputation society,"" reshaping society for the better by promoting accountability through the mediated judgments of billions of people. Effective design can also steer systems away from the pitfalls of online opinion sharing by motivating truth-telling, protecting personal privacy, and discouraging digital vigilantism.</P><P>Contributors Madeline Ashby, Jamais Cascio, John Henry Clippinger, Chrysanthos Dellarocas, Cory Doctorow, Randy Farmer, Eric Goldman, Victor Henning, Anthony Hoffmann, Jason Hoyt, Luca Iandoli, Josh Introne, Mark Klein, Mari Kuraishi, Cliff Lampe, Paolo Massa, Hassan Masum, Marc Maxson, Craig Newmark, Michael Nielsen, Lucio Picci, Jan Reichelt, Alex Steffen, Lior Strahilevitz, Mark Tovey, John Whitfield, John Willinsky, Yi-Cheng Zhang, Michael Zimmer</P>",,9780262298476,,,http://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=7040534.pdf&bkn=7040502&pdfType=chapter,,,,,,,,,2011,,,,MIT Press,MIT Press eBook Chapters
Improving the current Risk Analysis techniques by study of their process and using the human body's Immune System,"Sarkheyli, A.; Binti Ithnin, N.","Dept. of Inf. Syst., Univ. of Technol. Malaysia (UTM), Johor Bahru, Malaysia","Telecommunications (IST), 2010 5th International Symposium on",20110317,2010,,,651,656,"Risks include the factors that might adversely affect project outcomes. Risk analysis includes the processes concerned with identifying, analyzing and developing security strategy and plans for the factors. Although currently there are known methodologies such as (CCTA Risk Analysis and Management Method (CRAMM) or Consultative, Objective and Bi-functional Risk Analysis (COBRA) and so on) for Risk Management, they have common failure for instance no specific function which recover/avoid risks/attacks toward IS/IT component or poor executive support, high cost of implementation, untimely response, insufficient accountability, inability to qualitatively measure control environment ,infrequent in assessment, inaccurate data. On one hand these problems and on the other hand importance of IS/IT Risk Management cause the research to develop the current methodologies by making them intelligent as like as the natural management systems, it means that Immune System for example which is a complete system and could be the best model for simulating it with Risk Management in the organizations. However the findings of this study are important to help organizations toward improving IS/IT Risk Analysis process which are designed and proposed by investigation about their current procedure and problems of Risk Management. So the information as findings of this paper could be published and more extensive studies could be planned for the future.",,978-1-4244-8183-5,,10.1109/ISTEL.2010.5734104,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5734104,Recover/avoid risks/attacks;Risk Analysis Methodology;Risk Analysis/Management;Security Management,Immune system;Information security;Organizations;Risk management;Standards organizations,DP management;information systems;risk analysis;security of data,human body immune system;information system risk management;information technology risk management;risk analysis techniques;security management,,0,,16,,,4-6 Dec. 2010,,IEEE,IEEE Conference Publications
Index,"Masum, H.; Tovey, M.; Newmark, C.",,The Reputation Society:How Online Opinions Are Reshaping the Offline World,20150318,2011,,,,,"<P>In making decisions, we often seek advice. Online, we check Amazon recommendations, eBay vendors' histories, TripAdvisor ratings, and even our elected representatives' voting records. These online reputation systems serve as filters for information overload. In this book, experts discuss the benefits and risks of such online tools.The contributors offer expert perspectives that range from philanthropy and open access to science and law, addressing reputation systems in theory and practice. Properly designed reputation systems, they argue, have the potential to create a ""reputation society,"" reshaping society for the better by promoting accountability through the mediated judgments of billions of people. Effective design can also steer systems away from the pitfalls of online opinion sharing by motivating truth-telling, protecting personal privacy, and discouraging digital vigilantism.</P><P>Contributors Madeline Ashby, Jamais Cascio, John Henry Clippinger, Chrysanthos Dellarocas, Cory Doctorow, Randy Farmer, Eric Goldman, Victor Henning, Anthony Hoffmann, Jason Hoyt, Luca Iandoli, Josh Introne, Mark Klein, Mari Kuraishi, Cliff Lampe, Paolo Massa, Hassan Masum, Marc Maxson, Craig Newmark, Michael Nielsen, Lucio Picci, Jan Reichelt, Alex Steffen, Lior Strahilevitz, Mark Tovey, John Whitfield, John Willinsky, Yi-Cheng Zhang, Michael Zimmer</P>",,9780262298476,,,http://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=7040559.pdf&bkn=7040502&pdfType=chapter,,,,,,,,,2011,,,,MIT Press,MIT Press eBook Chapters
Index,"Blanchette, J.",,Burdens of Proof:Cryptographic Culture and Evidence Law in the Age of Electronic Documents,20120924,2012,,,255,276,"The gradual disappearance of paper and its familiar evidential qualities affects almost every dimension of contemporary life. From health records to ballots, almost all documents are now digitized at some point of their life cycle, easily copied, altered, and distributed. In Burdens of Proof, Jean-FranÃ§ois Blanchette examines the challenge of defining a new evidentiary framework for electronic documents, focusing on the design of a digital equivalent to handwritten signatures.From the blackboards of mathematicians to the halls of legislative assemblies, Blanchette traces the path of such an equivalent: digital signatures based on the mathematics of public-key cryptography. In the mid-1990s, cryptographic signatures formed the centerpiece of a worldwide wave of legal reform and of an ambitious cryptographic research agenda that sought to build privacy, anonymity, and accountability into the very infrastructure of the Internet. Yet markets for cryptographic products collapsed in the aftermath of the dot-com boom and bust along with cryptography's social projects.Blanchette describes the trials of French bureaucracies as they wrestled with the application of electronic signatures to real estate contracts, birth certificates, and land titles, and tracks the convoluted paths through which electronic documents acquire moral authority. These paths suggest that the material world need not merely succumb to the virtual but, rather, can usefully inspire it. Indeed, Blanchette argues, in renewing their engagement with the material world, cryptographers might also find the key to broader acceptance of their design goals.",,9780262301565,,,http://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=6281814.pdf&bkn=6267548&pdfType=chapter,,,,,,,,,2012,,,,MIT Press,MIT Press eBook Chapters
Information and communication technologies enable a comprehensive governance of patient safety in chemotherapy. An Italian framework project,"Sini, E.; Torresani, M.; Locatelli, P.; Restifo, N.; Facchini, R.","ICT Unit, Fondazione IRCCS Ist. Naz. dei Tumori di Milano, Milan, Italy","Computer-Based Medical Systems (CBMS), 2011 24th International Symposium on",20110825,2011,,,1,7,"Therapy management is a critical clinical process in terms of patient safety, traceability, and accountability. Chemotherapy is even more challenging, because of different professionals working together, strict protocols, dangerous procedures, costs. Thus, process control, consolidated organizational knowledge and ICT supporting tools become essential for safety and management. Unfortunately, literature does not provide an integrated approach to these issues; national networks of innovation and research can provide better help. Fondazione IRCCS Istituto Nazionale dei Tumori in Milan leads “Towards a complete competence framework and an integrated solution for patient safety in chemotherapy”, a project funded by the Italian Ministry of Health now assessing guidelines, process configurations, risk levels and ICT solutions, in over 20 Italian healthcare organizations. Major results of organizational and technology assessments are here discussed, focusing on the Istituto as a major example of process reengineering and ICT, dealing with Pharmacy centralization, advanced automation, digitalization of drug management, also drawing interesting considerations about impacts and benefits.",1063-7125,978-1-4577-1189-3,,10.1109/CBMS.2011.5999028,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5999028,Chemotherapy;ICT innovation;Mobile&Wireless;RFId technology;Risk Management;dilution automation;pharmacy centralization,Drugs;Laboratories;Organizations;Risk management;Safety,information technology;medical computing;patient care,Fondazione IRCCS Istituto Nazionale dei Tumori;ICT;Italian Ministry;Italian framework project;Italian healthcare organizations;Pharmacy centralization;advanced automation;chemotherapy;comprehensive governance;drug management digitalization;information and communication technologies;organizational knowledge;patient safety;process control;therapy management,,0,,11,,,27-30 June 2011,,IEEE,IEEE Conference Publications
Integrated modular avionics: Practical aspects of system integration,"Madden, M.","GE Aviation Systems, USA","Digital Avionics Systems Conference, 2008. DASC 2008. IEEE/AIAA 27th",20081209,2008,,,1,12,Successful integration is key to realizing IMA benefits. Processes and tools are as important as hardware and software. Roles and responsibility alignment and accountability is imperative.,,978-1-4244-2207-4,978-1-4244-2208-1,10.1109/DASC.2008.4702743,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4702743,,Aerospace electronics;Aircraft;Application software;Argon;Hardware;Resource management;Software packages;Software safety;Software testing;System testing,avionics,integrated modular avionics;system integration,,0,,,,,26-30 Oct. 2008,,IEEE,IEEE Conference Publications
Key management for secure lnternet multicast using Boolean function minimization techniques,"Chang, I.; Engel, R.; Kandlur, D.; Pendarakis, D.; Saha, D.","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA",INFOCOM '99. Eighteenth Annual Joint Conference of the IEEE Computer and Communications Societies. Proceedings. IEEE,20020806,1999,2,,689,698 vol.2,"The Internet provides no support for privacy or authentication of multicast packets. However, an increasing number of applications require secure multicast services in order to restrict group membership and enforce accountability of group members. A major problem associated with the deployment of secure multicast delivery services is the scalability of the key distribution protocol. This is particularly true with regard to the handling of group membership changes, such as member departures and/or expulsions, which necessitate the distribution of a new session key to all the remaining group members. As the frequency of group membership changes increases, it becomes necessary to reduce the cost of key distribution operations. This paper explores the use of batching of group membership changes to reduce the frequency, and hence the cost, of key re-distribution operations. It focuses explicitly on the problem of cumulative member removal and presents an algorithm that minimizes the number of messages required to distribute new keys to the remaining group members. The algorithm is used in conjunction with a new multicast key management scheme which uses a set of auxiliary keys in order to improve scalability. In contrast to previous schemes which generate a fixed hierarchy of keys, the proposed scheme dynamically generates the most suitable key hierarchy by composing different keys. Our cumulative member removal algorithm uses Boolean function minimization techniques, and outperforms all other schemes known to us in terms of message complexity",0743-166X,0-7803-5417-6,,10.1109/INFCOM.1999.751455,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=751455,,Authentication;Boolean functions;Costs;Frequency;Internet;Minimization methods;Multicast algorithms;Multicast protocols;Privacy;Scalability,Boolean functions;Internet;computer network management;minimisation;multicast communication;protocols;telecommunication security,Boolean function minimization techniques;accountability;authentication;auxiliary keys;cumulative member removal;cumulative member removal algorithm;expulsion;group members;group membership;key distribution operations;key distribution protocol;key hierarchy;key management;key re-distribution operations;member departures;message complexity;multicast key management scheme;multicast packets;privacy;scalability;secure lnternet multicast;secure multicast delivery services;session key,,41,12,17,,,21-25 Mar 1999,21 Mar 1999-25 Mar 1999,IEEE,IEEE Conference Publications
Keynote speaker 3: Can the Cloud be secured…?,"Shoniregun, C.A.","Appl. Internet Security & Inf. Syst., Infonomics Soc., UK","Information Society (i-Society), 2013 International Conference on",20131021,2013,,,10,10,"Summary form only given. The criminals continue to leverage new technologies for financial and non-financial benefits by avoiding detection and improving the effectiveness of their activities. The Cloud services infrastructures are actively being targeted because of the limitation in the fraud detection capabilities. Although, some Cloud providers strive to ensure security is well integrated into their service models, however, it is critical for consumers to understand the security implications associated with the usage, management, orchestration and monitoring of Cloud services. Reliance on a weak set of interfaces and APIs exposes organizations to a variety of security issues related to confidentiality, integrity, availability and accountability. However, this raises a plethora of questions concerning Cloud security.",,,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6636327,,Abstracts,application program interfaces;cloud computing;fraud;security of data;user interfaces,API;accountability;availability;cloud security;cloud services infrastructures;confidentiality;fraud detection capabilities;integrity;interfaces,,0,,,,,24-26 June 2013,,IEEE,IEEE Conference Publications
Lightweight Privacy-aware yet Accountable Secure Scheme for SM-SGCC communications in smart grid,"Ren, Wei; Song, Jun; Yang, Yu; Ren, Yi","School of Computer Science, China University of Geosciences, Wuhan 430074, China; Shandong Provincial Key Laboratory of Computer Network, Jinan 250014, China",Tsinghua Science and Technology,20120119,2011,16,6,640,647,"Smart grid is envisioned as a critical application of cyber-physical systems and of the internet of things. In the smart grid, smart meters equipped with wireless sensors can upload meter readings (data) to smart grid control and schedule centers via the advanced metering infrastructure to improve power delivery efficiency. However, data gathered in short intervals, such as 15 minutes, will expose customers' detailed daily activities (for example, when they get up and when they use oven) using nonintrusive appliance load monitoring. Thus, data must be hidden to protect customers' privacy. However, data accountability is still required for emergency responses or to trace back suspected intrusions, even though the data is anonymous. In addition to desired security requirements, this imposes two extra tasks: Sensors in smart meters usually have resource constraints; thus, the desired security protocols have to remain lightweight in terms of computation and storage cost. Furthermore, scalability and flexibility are required since there exist vast meters. This paper presents a lightweight Privacy-aware yet Accountable Secure Scheme called PASS which guarantees privacy-aware accountability yet tackles the above challenges in the smart grid. A formal security analysis justifies that PASS can attain the security goals, while a performance analysis verifies that PASS requires few computations, and is scalable and flexible.",,,,10.1016/S1007-0214(11)70084-0,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6133358,accountability;privacy;smart grid;smart meter sensor,Data privacy;Intelligent sensors;Network security;Privacy;Smart grids;Wireless sensor networks,,,,0,,,,,Dec. 2011,,TUP,TUP Journals & Magazines
Locale-based access control: placing collaborative authorization decisions in context,"Tolone, W.J.; Gandhi, R.A.; Gail-Joon Ahn","Dept. of Software & Inf. Syst., North Carolina Univ., Charlotte, NC, USA","Systems, Man and Cybernetics, 2003. IEEE International Conference on",20031117,2003,5,,4120,4127 vol.5,"Collaboration systems require an appropriate authorization model to specify and maintain policies that not only facilitate group activities but also enforce restrictions and accountability. Existing models fail to incorporate adequately into authorization decisions the rich notion of context that is inherent to any collaborative setting. In this paper we present the locale-based access control (locale-BAC) model for collaborative systems, a model whose design is based upon the application of Fitzpatrick's locale framework for collaboration to the problem of access control. This model encapsulates the notion of context using locales, allowing for a natural representation of collaborative authorization decisions.",1062-922X,0-7803-7952-7,,10.1109/ICSMC.2003.1245632,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1245632,,Access control;Authorization;Buildings;Collaboration;Collaborative software;Collaborative work;Context awareness;Context modeling;Information systems;Security,authorisation;groupware,authorization constraints;collaborative authorization decisions;collaborative systems;locale policies;locale-based access control,,0,,20,,,5-8 Oct. 2003,,IEEE,IEEE Conference Publications
