"An Ontological Approach to Systematization of SW-FMEA","Computer Safety, Reliability, and Security","","","","10.1007/978-3-642-33678-2_15","Irene BicchieraiGiacomo BucciCarlo NocentiniEnrico Vicario","2012","http://link.springer.com/chapter/10.1007/978-3-642-33678-2_15","Chapter"
"The AVANTSSAR Platform for the Automated Validation of Trust and Security of Service-Oriented Architectures","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-642-28756-5_19","Alessandro ArmandoWihem ArsacTigran AvanesovMichele BarlettaAlberto CalviAlessandro CappaiRoberto CarboneYannick ChevalierLuca CompagnaJorge CuéllarGabriel ErzseSimone FrauMarius MineaSebastian MödersheimDavid von OheimbGiancarlo Pellegrino","2012","http://link.springer.com/chapter/10.1007/978-3-642-28756-5_19","Chapter"
"Much Ado about Security Appeal: Cloud Provider Collaborations and Their Risks","Service-Oriented and Cloud Computing","","","","10.1007/978-3-642-33427-6_6","Olga WengeMelanie SiebenhaarUlrich LampeDieter SchullerRalf Steinmetz","2012","http://link.springer.com/chapter/10.1007/978-3-642-33427-6_6","Chapter"
"Policy-Enhanced Private Set Intersection: Sharing Information While Enforcing Privacy Policies","Public Key Cryptography – PKC 2012","","","","10.1007/978-3-642-30057-8_25","Emil StefanovElaine ShiDawn Song","2012","http://link.springer.com/chapter/10.1007/978-3-642-30057-8_25","Chapter"
"Natural Language Processing of Rules and Regulations for Compliance in the Cloud","On the Move to Meaningful Internet Systems: OTM 2012","","","","10.1007/978-3-642-33615-7_11","Nick Papanikolaou","2012","http://link.springer.com/chapter/10.1007/978-3-642-33615-7_11","Chapter"
"Enhancing the OS against Security Threats in System Administration","Middleware 2012","","","","10.1007/978-3-642-35170-9_21","Nuno SantosRodrigo RodriguesBryan Ford","2012","http://link.springer.com/chapter/10.1007/978-3-642-35170-9_21","Chapter"
"The Legal Challenges of Networked Robotics: From the Safety Intelligence Perspective","AI Approaches to the Complexity of Legal Systems. Models and Ethical Challenges for Legal Systems, Legal Language and Legal Ontologies, Argumentation and Software Agents","","","","10.1007/978-3-642-35731-2_4","Yueh-Hsuan WengSophie Ting Hong Zhao","2012","http://link.springer.com/chapter/10.1007/978-3-642-35731-2_4","Chapter"
"On Securing Communications among Federated Health Information Systems","Computer Safety, Reliability, and Security","","","","10.1007/978-3-642-33675-1_21","Mario CiampiGiuseppe De PietroChristian EspositoMario SicuranzaPaolo MoriAbraham GebrehiwotPaolo Donzelli","2012","http://link.springer.com/chapter/10.1007/978-3-642-33675-1_21","Chapter"
"MDSE@R: Model-Driven Security Engineering at Runtime","Cyberspace Safety and Security","","","","10.1007/978-3-642-35362-8_22","Mohamed AlmorsyJohn GrundyAmani S. Ibrahim","2012","http://link.springer.com/chapter/10.1007/978-3-642-35362-8_22","Chapter"
"Transportation","Critical Infrastructure Protection","","","","10.1007/978-3-642-28920-0_14","Mark HartongRajn GoelDuminda Wijesekera","2012","http://link.springer.com/chapter/10.1007/978-3-642-28920-0_14","Chapter"
"Redactable Signatures for Independent Removal of Structure and Content","Information Security Practice and Experience","","","","10.1007/978-3-642-29101-2_2","Kai SamelinHenrich C. PöhlsArne BilzhauseJoachim PoseggaHermann de Meer","2012","http://link.springer.com/chapter/10.1007/978-3-642-29101-2_2","Chapter"
"Ethical Considerations of Sharing Data for Cybersecurity Research","Financial Cryptography and Data Security","","","","10.1007/978-3-642-29889-9_15","Darren Shou","2012","http://link.springer.com/chapter/10.1007/978-3-642-29889-9_15","Chapter"
"Data-Minimizing Authentication Goes Mobile","Communications and Multimedia Security","","","","10.1007/978-3-642-32805-3_5","Patrik BichselJan CamenischBart De DeckerJorn LaponVincent NaessensDieter Sommer","2012","http://link.springer.com/chapter/10.1007/978-3-642-32805-3_5","Chapter"
"Street-Level Trust Semantics for Attribute Authentication","Security Protocols XX","","","","10.1007/978-3-642-35694-0_12","Tiffany Hyun-Jin KimVirgil GligorAdrian Perrig","2012","http://link.springer.com/chapter/10.1007/978-3-642-35694-0_12","Chapter"
"Deciding Epistemic and Strategic Properties of Cryptographic Protocols","Computer Security – ESORICS 2012","","","","10.1007/978-3-642-33167-1_6","Henning Schnoor","2012","http://link.springer.com/chapter/10.1007/978-3-642-33167-1_6","Chapter"
"Measuring Privacy Compliance Using Fitness Metrics","Business Process Management","","","","10.1007/978-3-642-32885-5_8","Sebastian BanescuMilan PetkovićNicola Zannone","2012","http://link.springer.com/chapter/10.1007/978-3-642-32885-5_8","Chapter"
"Computational Movement Analysis","Springer Handbook of Geographic Information","","","","10.1007/978-3-540-72680-7_22","Joachim GudmundssonPatrick LaubeThomas Wolle","2012","http://link.springer.com/chapter/10.1007/978-3-540-72680-7_22","Chapter"
"A Core Calculus for Provenance","Principles of Security and Trust","","","","10.1007/978-3-642-28641-4_22","Umut A. AcarAmal AhmedJames CheneyRoly Perera","2012","http://link.springer.com/chapter/10.1007/978-3-642-28641-4_22","Chapter"
"Autonomous Certification with List-Based Revocation for Secure V2V Communication","Information Systems Security","","","","10.1007/978-3-642-35130-3_15","Anup Kumar BhattacharyaAbhijit DasDipanwita RoychoudhuryAravind IyerDebojyoti Bhattacharya","2012","http://link.springer.com/chapter/10.1007/978-3-642-35130-3_15","Chapter"
"Authentication and Authorization in Ambient Assisting Living Applications: An Approach for UniversAAL","Ambient Assisted Living and Home Care","","","","10.1007/978-3-642-35395-6_19","Pablo AntónAntonio MuñozAntonio Maña","2012","http://link.springer.com/chapter/10.1007/978-3-642-35395-6_19","Chapter"
"Restricted Identification Scheme and Diffie-Hellman Linking Problem","Trusted Systems","","","","10.1007/978-3-642-32298-3_15","Mirosław KutyłowskiŁukasz KrzywieckiPrzemysław KubiakMichał Koza","2012","http://link.springer.com/chapter/10.1007/978-3-642-32298-3_15","Chapter"
"Security Best Practices: Applying Defense-in-Depth Strategy to Protect the NGI_PL","Building a National Distributed e-Infrastructure–PL-Grid","","","","10.1007/978-3-642-28267-6_10","Bartłomiej BalcerekGerard FrankowskiAgnieszka KwiecieńAdam SmutnickiMarcin Teodorczyk","2012","http://link.springer.com/chapter/10.1007/978-3-642-28267-6_10","Chapter"
"Private Computation of Spatial and Temporal Power Consumption with Smart Meters","Applied Cryptography and Network Security","","","","10.1007/978-3-642-31284-7_33","Zekeriya ErkinGene Tsudik","2012","http://link.springer.com/chapter/10.1007/978-3-642-31284-7_33","Chapter"
"Towards Quantitative Risk Management for Next Generation Networks","Telecommunication Economics","","","","10.1007/978-3-642-30382-1_28","Iztok StarcDenis Trček","2012","http://link.springer.com/chapter/10.1007/978-3-642-30382-1_28","Chapter"
"On Policies and Intents","Information Systems Security","","","","10.1007/978-3-642-35130-3_8","Matthew L. BoltonCeleste M. WallaceLenore D. Zuck","2012","http://link.springer.com/chapter/10.1007/978-3-642-35130-3_8","Chapter"
"On Structural Signatures for Tree Data Structures","Applied Cryptography and Network Security","","","","10.1007/978-3-642-31284-7_11","Kai SamelinHenrich C. PöhlsArne BilzhauseJoachim PoseggaHermann de Meer","2012","http://link.springer.com/chapter/10.1007/978-3-642-31284-7_11","Chapter"
"Providing Group Anonymity Using Wavelet Transform","Data Security and Security Data","","","","10.1007/978-3-642-25704-9_5","Oleg ChertovDan Tavrov","2012","http://link.springer.com/chapter/10.1007/978-3-642-25704-9_5","Chapter"
"Risk Balance in Optimistic Non-repudiation Protocols","Formal Aspects of Security and Trust","","","","10.1007/978-3-642-29420-4_17","Mohammad Torabi DashtiJan CederquistYanjing Wang","2012","http://link.springer.com/chapter/10.1007/978-3-642-29420-4_17","Chapter"
"Towards a Federated Cloud Ecosystem: Enabling Managed Cloud Service Consumption","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-642-35194-5_17","Dirk ThatmannMathias SlawikSebastian ZickauAxel Küpper","2012","http://link.springer.com/chapter/10.1007/978-3-642-35194-5_17","Chapter"
"ROAC: A Role-Oriented Access Control Model","Information Security Theory and Practice. Security, Privacy and Trust in Computing Systems and Ambient Intelligent Ecosystems","","","","10.1007/978-3-642-30955-7_11","Nezar NassrEric Steegmans","2012","http://link.springer.com/chapter/10.1007/978-3-642-30955-7_11","Chapter"
"Verification of Security Coherence in Data Warehouse Designs","Trust, Privacy and Security in Digital Business","","","","10.1007/978-3-642-32287-7_18","Ali SalemSalah TrikiHanêne Ben-AbdallahNouria HarbiOmar Boussaid","2012","http://link.springer.com/chapter/10.1007/978-3-642-32287-7_18","Chapter"
"Enforcing Sticky Policies with TPM and Virtualization","Trusted Systems","","","","10.1007/978-3-642-32298-3_3","Gina KoungaLiqun Chen","2012","http://link.springer.com/chapter/10.1007/978-3-642-32298-3_3","Chapter"
"Consensus Building and In-operation Assurance for Service Dependability","Multidisciplinary Research and Practice for Information Systems","","","","10.1007/978-3-642-32498-7_48","Yutaka MatsunoShuichiro Yamamoto","2012","http://link.springer.com/chapter/10.1007/978-3-642-32498-7_48","Chapter"
"A Novel Security Architecture for a Space-Data DTN","Wired/Wireless Internet Communication","","","","10.1007/978-3-642-30630-3_31","Nathan L. ClarkeVasilis KatosSofia-Anna MenesidouBogdan GhitaSteven Furnell","2012","http://link.springer.com/chapter/10.1007/978-3-642-30630-3_31","Chapter"
"A Graphical Audit Facility for Data Processing and Its Evaluation with Users","Web Technologies and Applications","","","","10.1007/978-3-642-29253-8_57","Jens MüllerMurat KavakKlemens Böhm","2012","http://link.springer.com/chapter/10.1007/978-3-642-29253-8_57","Chapter"
"GIS for Transportation","Springer Handbook of Geographic Information","","","","10.1007/978-3-540-72680-7_26","Tschangho J. KimKeechoo Choi","2012","http://link.springer.com/chapter/10.1007/978-3-540-72680-7_26","Chapter"
"The Role of Data Integrity in EU Digital Signature Legislation — Achieving Statutory Trust for Sanitizable Signature Schemes","Security and Trust Management","","","","10.1007/978-3-642-29963-6_13","Henrich C. PöhlsFocke Höhne","2012","http://link.springer.com/chapter/10.1007/978-3-642-29963-6_13","Chapter"
"A Mobile Based Authorization Mechanism for Patient Managed Role Based Access Control","Information Technology in Bio- and Medical Informatics","","","","10.1007/978-3-642-32395-9_5","Cátia Santos-PereiraAlexandre B. AugustoManuel E. CorreiaAna FerreiraRicardo Cruz-Correia","2012","http://link.springer.com/chapter/10.1007/978-3-642-32395-9_5","Chapter"
"Outsourcing Encryption of Attribute-Based Encryption with MapReduce","Information and Communications Security","","","","10.1007/978-3-642-34129-8_17","Jingwei LiChunfu JiaJin LiXiaofeng Chen","2012","http://link.springer.com/chapter/10.1007/978-3-642-34129-8_17","Chapter"
"Formal Analysis of Anonymity in ECC-Based Direct Anonymous Attestation Schemes","Formal Aspects of Security and Trust","","","","10.1007/978-3-642-29420-4_16","Ben SmythMark RyanLiqun Chen","2012","http://link.springer.com/chapter/10.1007/978-3-642-29420-4_16","Chapter"
"Calling Out Cheaters: Covert Security with Public Verifiability","Advances in Cryptology – ASIACRYPT 2012","","","","10.1007/978-3-642-34961-4_41","Gilad AsharovClaudio Orlandi","2012","http://link.springer.com/chapter/10.1007/978-3-642-34961-4_41","Chapter"
"The Application of I-Voting for Estonian Parliamentary Elections of 2011","E-Voting and Identity","","","","10.1007/978-3-642-32747-6_13","Sven HeibergPeeter LaudJan Willemson","2012","http://link.springer.com/chapter/10.1007/978-3-642-32747-6_13","Chapter"
"The Global Financial Markets: An Ultra-Large-Scale Systems Perspective","Large-Scale Complex IT Systems. Development, Operation and Management","","","","10.1007/978-3-642-34059-8_2","Dave CliffLinda Northrop","2012","http://link.springer.com/chapter/10.1007/978-3-642-34059-8_2","Chapter"
"Sanitizable Signatures with Several Signers and Sanitizers","Progress in Cryptology - AFRICACRYPT 2012","","","","10.1007/978-3-642-31410-0_3","Sébastien CanardAmandine JambertRoch Lescuyer","2012","http://link.springer.com/chapter/10.1007/978-3-642-31410-0_3","Chapter"
"Geospatial Metadata","Springer Handbook of Geographic Information","","","","10.1007/978-3-540-72680-7_12","David M. Danko","2012","http://link.springer.com/chapter/10.1007/978-3-540-72680-7_12","Chapter"
"A Comprehensive Model for Provenance","Advances in Conceptual Modeling","","","","10.1007/978-3-642-33999-8_15","Salmin SultanaElisa Bertino","2012","http://link.springer.com/chapter/10.1007/978-3-642-33999-8_15","Chapter"
"Avoiding Delegation Subterfuge Using Linked Local Permission Names","Formal Aspects of Security and Trust","","","","10.1007/978-3-642-29420-4_7","Simon N. FoleySamane Abdi","2012","http://link.springer.com/chapter/10.1007/978-3-642-29420-4_7","Chapter"
"Fully Anonymous Attribute Tokens from Lattices","Security and Cryptography for Networks","","","","10.1007/978-3-642-32928-9_4","Jan CamenischGregory NevenMarkus Rückert","2012","http://link.springer.com/chapter/10.1007/978-3-642-32928-9_4","Chapter"
"Detecting Sensitive Information from Textual Documents: An Information-Theoretic Approach","Modeling Decisions for Artificial Intelligence","","","","10.1007/978-3-642-34620-0_17","David SánchezMontserrat BatetAlexandre Viejo","2012","http://link.springer.com/chapter/10.1007/978-3-642-34620-0_17","Chapter"
"Citizens’ Attitudes towards Electronic Identification in a Public E-Service Context – An Essential Perspective in the eID Development Process","Electronic Government","","","","10.1007/978-3-642-33489-4_22","Karin AxelssonUlf Melin","2012","http://link.springer.com/chapter/10.1007/978-3-642-33489-4_22","Chapter"
"Commercial Home Assistance (eHealth) Services","Open Problems in Network Security","","","","10.1007/978-3-642-27585-2_3","Milica MilutinovicKoen DecroixVincent NaessensBart De Decker","2012","http://link.springer.com/chapter/10.1007/978-3-642-27585-2_3","Chapter"
"Verification of Money Atomicity in Digital Cash Based Payment System","Information Systems Security","","","","10.1007/978-3-642-35130-3_18","Girish ChandraDivakar Yadav","2012","http://link.springer.com/chapter/10.1007/978-3-642-35130-3_18","Chapter"
"Capturing Variability of Law with Nómos 2","Conceptual Modeling","","","","10.1007/978-3-642-34002-4_30","Alberto SienaIvan JuretaSilvia IngolfoAngelo SusiAnna PeriniJohn Mylopoulos","2012","http://link.springer.com/chapter/10.1007/978-3-642-34002-4_30","Chapter"
"r-Anonymized Clustering","Neural Information Processing","","","","10.1007/978-3-642-34475-6_55","Wenye Li","2012","http://link.springer.com/chapter/10.1007/978-3-642-34475-6_55","Chapter"
"Design Principles for the Future Internet Architecture","The Future Internet","","","","10.1007/978-3-642-30241-1_6","Dimitri PapadimitriouTheodore ZahariadisPedro Martinez-JuliaIoanna PapafiliVito MorrealeFrancesco TorelliBernard SalesPiet Demeester","2012","http://link.springer.com/chapter/10.1007/978-3-642-30241-1_6","Chapter"
"Challenges of Future e-Infrastructure Governance","Euro-Par 2011: Parallel Processing Workshops","","","","10.1007/978-3-642-29740-3_11","Dana Petcu","2012","http://link.springer.com/chapter/10.1007/978-3-642-29740-3_11","Chapter"
"Cloud Computing and Big Data Analytics: What Is New from Databases Perspective?","Big Data Analytics","","","","10.1007/978-3-642-35542-4_5","Rajeev GuptaHimanshu GuptaMukesh Mohania","2012","http://link.springer.com/chapter/10.1007/978-3-642-35542-4_5","Chapter"
"Cloud and the City: Facilitating Flexible Access Control over Data-Streams","Secure Data Management","","","","10.1007/978-3-642-32873-2_5","Wen Qiang WangDinh Tien Tuan AnhHock Beng LimAnwitaman Datta","2012","http://link.springer.com/chapter/10.1007/978-3-642-32873-2_5","Chapter"
"Synthesizing Protocols for Digital Contract Signing","Verification, Model Checking, and Abstract Interpretation","","","","10.1007/978-3-642-27940-9_11","Krishnendu ChatterjeeVishwanath Raman","2012","http://link.springer.com/chapter/10.1007/978-3-642-27940-9_11","Chapter"
"GIS in Energy and Utilities","Springer Handbook of Geographic Information","","","","10.1007/978-3-540-72680-7_28","William (Bill) MeehanRobert G. BrookJessica Wyland","2012","http://link.springer.com/chapter/10.1007/978-3-540-72680-7_28","Chapter"
"Form Follows Function","Foundations of Health Informatics Engineering and Systems","","","","10.1007/978-3-642-32355-3_2","Jim DaviesJeremy GibbonsRadu CalinescuCharles CrichtonSteve HarrisAndrew Tsui","2012","http://link.springer.com/chapter/10.1007/978-3-642-32355-3_2","Chapter"
"Efficient Ciphertext-Policy Attribute Based Encryption with Hidden Policy","Internet and Distributed Computing Systems","","","","10.1007/978-3-642-34883-9_12","Xiaohui LiDawu GuYanli RenNing DingKan Yuan","2012","http://link.springer.com/chapter/10.1007/978-3-642-34883-9_12","Chapter"
"Distributed Processing and Internet Technology to Solve Challenges of Primary Healthcare in India","Distributed Computing and Internet Technology","","","","10.1007/978-3-642-28073-3_17","Arun PandeSanjay KimbahuneNandini BondaleRatnendra ShindeSunita Shanbhag","2012","http://link.springer.com/chapter/10.1007/978-3-642-28073-3_17","Chapter"
"How to Do Successful Chargeback for Cloud Services","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-642-28675-9_5","Hristo StefanovSlinger JansenRonald BatenburgEugene van HeusdenRavi Khadka","2012","http://link.springer.com/chapter/10.1007/978-3-642-28675-9_5","Chapter"
"Paradox of Proximity – Trust and Provenance within the Context of Social Networks and Policy","Social Informatics","","","","10.1007/978-3-642-35386-4_38","Somya JoshiTimo WandhöferVasilis KouloliasCatherine Van EeckhauteBeccy AllenSteve Taylor","2012","http://link.springer.com/chapter/10.1007/978-3-642-35386-4_38","Chapter"
"The Need to Adjust Lean to the Public Sector","Electronic Government","","","","10.1007/978-3-642-33489-4_5","Nicole MaarseMarijn Janssen","2012","http://link.springer.com/chapter/10.1007/978-3-642-33489-4_5","Chapter"
"Combining Failure Mode and Functional Resonance Analyses in Healthcare Settings","Computer Safety, Reliability, and Security","","","","10.1007/978-3-642-33678-2_31","Mark-Alexander SujanMassimo Felici","2012","http://link.springer.com/chapter/10.1007/978-3-642-33678-2_31","Chapter"
"Towards a Scalable Semantic Provenance Management System","Transactions on Large-Scale Data- and Knowledge-Centered Systems VII","","","","10.1007/978-3-642-35332-1_4","Mohamed Amin SakkaBruno Defude","2012","http://link.springer.com/chapter/10.1007/978-3-642-35332-1_4","Chapter"
"Flexible and Extendable Mechanism Enabling Secure Access to e-Infrastructures and Storage of Confidential Data for the GridSpace2 Virtual Laboratory","Building a National Distributed e-Infrastructure–PL-Grid","","","","10.1007/978-3-642-28267-6_7","Jan MeiznerEryk CiepielaPiotr NowakowskiJoanna KocotMaciej MalawskiMarian Bubak","2012","http://link.springer.com/chapter/10.1007/978-3-642-28267-6_7","Chapter"
"What Is a Care Pathway?","Large-Scale Complex IT Systems. Development, Operation and Management","","","","10.1007/978-3-642-34059-8_3","Justin Keen","2012","http://link.springer.com/chapter/10.1007/978-3-642-34059-8_3","Chapter"
"A Case Study in Model Selection for Policy Engineering: Simulating Maritime Customs","Advanced Agent Technology","","","","10.1007/978-3-642-27216-5_2","Hassan HarbF. Jordan SrourNeil Yorke-Smith","2012","http://link.springer.com/chapter/10.1007/978-3-642-27216-5_2","Chapter"
"Information Technology and the Efficiency of the Brazilian Judiciary System","Electronic Government","","","","10.1007/978-3-642-33489-4_11","André AndradeLuiz Antonio Joia","2012","http://link.springer.com/chapter/10.1007/978-3-642-33489-4_11","Chapter"
"Vertical Handover Security in 4G Heterogeneous Networks: Threat Analysis and Open Challenges","Future Generation Information Technology","","","","10.1007/978-3-642-35585-1_2","Naïm QachriOlivier MarkowitchJean-Michel Dricot","2012","http://link.springer.com/chapter/10.1007/978-3-642-35585-1_2","Chapter"
"GIS in Health and Human Services","Springer Handbook of Geographic Information","","","","10.1007/978-3-540-72680-7_29","William F. DavenhallChristopher Kinabrew","2012","http://link.springer.com/chapter/10.1007/978-3-540-72680-7_29","Chapter"
"Three Roads to Complexity, AI and the Law of Robots: On Crimes, Contracts, and Torts","AI Approaches to the Complexity of Legal Systems. Models and Ethical Challenges for Legal Systems, Legal Language and Legal Ontologies, Argumentation and Software Agents","","","","10.1007/978-3-642-35731-2_3","Ugo Pagallo","2012","http://link.springer.com/chapter/10.1007/978-3-642-35731-2_3","Chapter"
"A Compliance Management Ontology: Developing Shared Understanding through Models","Advanced Information Systems Engineering","","","","10.1007/978-3-642-31095-9_28","Norris Syed AbdullahShazia SadiqMarta Indulska","2012","http://link.springer.com/chapter/10.1007/978-3-642-31095-9_28","Chapter"
"Efficient, Compromise Resilient and Append-Only Cryptographic Schemes for Secure Audit Logging","Financial Cryptography and Data Security","","","","10.1007/978-3-642-32946-3_12","Attila A. YavuzPeng NingMichael K. Reiter","2012","http://link.springer.com/chapter/10.1007/978-3-642-32946-3_12","Chapter"
"What Makes Corporate Wikis Work? Wiki Affordances and Their Suitability for Corporate Knowledge Work","Design Science Research in Information Systems. Advances in Theory and Practice","","","","10.1007/978-3-642-29863-9_14","M. Lisa YeoOfer Arazy","2012","http://link.springer.com/chapter/10.1007/978-3-642-29863-9_14","Chapter"
"An Algorithm for k-Anonymity-Based Fingerprinting","Digital Forensics and Watermarking","","","","10.1007/978-3-642-32205-1_35","Sebastian SchrittwieserPeter KiesebergIsao EchizenSven WohlgemuthNoboru SoneharaEdgar Weippl","2012","http://link.springer.com/chapter/10.1007/978-3-642-32205-1_35","Chapter"
"Applications of Data Mining in e-Governance: A Case Study of Bhoomi Project","Data Engineering and Management","","","","10.1007/978-3-642-27872-3_31","M. HanumanthappaB. R. PrakashManish Kumar","2012","http://link.springer.com/chapter/10.1007/978-3-642-27872-3_31","Chapter"
"Auditable Envelopes: Tracking Anonymity Revocation Using Trusted Computing","Trust and Trustworthy Computing","","","","10.1007/978-3-642-30921-2_2","Matt SmartEike Ritter","2012","http://link.springer.com/chapter/10.1007/978-3-642-30921-2_2","Chapter"
"Scalable Group Signatures with Revocation","Advances in Cryptology – EUROCRYPT 2012","","","","10.1007/978-3-642-29011-4_36","Benoît LibertThomas PetersMoti Yung","2012","http://link.springer.com/chapter/10.1007/978-3-642-29011-4_36","Chapter"
"Cross-Border Legal Identity Management","Electronic Government","","","","10.1007/978-3-642-33489-4_13","Bernd ZwattendorferArne TauberKlaus StranacherPeter Reichstädter","2012","http://link.springer.com/chapter/10.1007/978-3-642-33489-4_13","Chapter"
"Street-Level Trust Semantics for Attribute Authentication (Transcript of Discussion)","Security Protocols XX","","","","10.1007/978-3-642-35694-0_13","Virgil Gligor","2012","http://link.springer.com/chapter/10.1007/978-3-642-35694-0_13","Chapter"
"Software Agents as Boundary Objects","AI Approaches to the Complexity of Legal Systems. Models and Ethical Challenges for Legal Systems, Legal Language and Legal Ontologies, Argumentation and Software Agents","","","","10.1007/978-3-642-35731-2_14","Migle Laukyte","2012","http://link.springer.com/chapter/10.1007/978-3-642-35731-2_14","Chapter"
"Trust as an Organismic Trait of E-Commerce Systems","Multidisciplinary Research and Practice for Information Systems","","","","10.1007/978-3-642-32498-7_13","Tanja AžderskaBorka Jerman Blažič","2012","http://link.springer.com/chapter/10.1007/978-3-642-32498-7_13","Chapter"
"Towards Unified Provenance Granularities","Provenance and Annotation of Data and Processes","","","","10.1007/978-3-642-34222-6_4","Timothy LeboPing WangAlvaro GravesDeborah L. McGuinness","2012","http://link.springer.com/chapter/10.1007/978-3-642-34222-6_4","Chapter"
"Energy Model of SARA and Its Performance Analysis","Web Information Systems and Mining","","","","10.1007/978-3-642-33469-6_58","Bo PangZhiyi FangHongyu SunMing HanXiaohui Nie","2012","http://link.springer.com/chapter/10.1007/978-3-642-33469-6_58","Chapter"
"Context-Sensitive User-Centered Scalability: An Introduction Focusing on Exergames and Assistive Systems in Work Contexts","E-Learning and Games for Training, Education, Health and Sports","","","","10.1007/978-3-642-33466-5_19","Oliver KornMichael BrachAlbrecht SchmidtThomas HörzRobert Konrad","2012","http://link.springer.com/chapter/10.1007/978-3-642-33466-5_19","Chapter"
"Quality Models for Web [2.0] Sites: A Methodological Approach and a Proposal","Current Trends in Web Engineering","","","","10.1007/978-3-642-27997-3_25","Roberto Polillo","2012","http://link.springer.com/chapter/10.1007/978-3-642-27997-3_25","Chapter"
"Re-wiring Activity of Malicious Networks","Passive and Active Measurement","","","","10.1007/978-3-642-28537-0_12","Maria KonteNick Feamster","2012","http://link.springer.com/chapter/10.1007/978-3-642-28537-0_12","Chapter"
"Application of Family Therapy on Complex Social Issues","Encyclopedia of the Sciences of Learning","","","","10.1007/978-1-4419-1428-6_770","Soh-Leong Lim Ph.DAndrew Byrne M.S","2012","http://link.springer.com/referenceworkentry/10.1007/978-1-4419-1428-6_770","ReferenceWorkEntry"
"Shared Services in Irish Local Government","Electronic Government","","","","10.1007/978-3-642-33489-4_10","Mark ScannellFrank Bannister","2012","http://link.springer.com/chapter/10.1007/978-3-642-33489-4_10","Chapter"
"Quality Architecture for Resource Allocation in Cloud Computing","Service-Oriented and Cloud Computing","","","","10.1007/978-3-642-33427-6_11","Kouessi Arafat Romaric SagboPélagie Houngue","2012","http://link.springer.com/chapter/10.1007/978-3-642-33427-6_11","Chapter"
"Causal Relation Detection for Activities from Heterogeneous Sources","Current Trends in Web Engineering","","","","10.1007/978-3-642-27997-3_31","Philipp KatzAlexander Schill","2012","http://link.springer.com/chapter/10.1007/978-3-642-27997-3_31","Chapter"
"E-Consultations: A Review of Current Practice and a Proposal for Opening Up the Process","Electronic Participation","","","","10.1007/978-3-642-33250-0_2","Steffen Albrecht","2012","http://link.springer.com/chapter/10.1007/978-3-642-33250-0_2","Chapter"
"Social Media and Counter-Democracy: The Contingences of Participation","Electronic Participation","","","","10.1007/978-3-642-33250-0_1","Peter Dahlgren","2012","http://link.springer.com/chapter/10.1007/978-3-642-33250-0_1","Chapter"
"A Conceptual Architecture for Business-Aware Transaction Management","Business System Management and Engineering","","","","10.1007/978-3-642-32439-0_8","Michael ParkinMike P. Papazoglou","2012","http://link.springer.com/chapter/10.1007/978-3-642-32439-0_8","Chapter"
"Designing Relational Agents as Long Term Social Companions for Older Adults","Intelligent Virtual Agents","","","","10.1007/978-3-642-33197-8_30","Laura Pfeifer VardoulakisLazlo RingBarbara BarryCandace L. SidnerTimothy Bickmore","2012","http://link.springer.com/chapter/10.1007/978-3-642-33197-8_30","Chapter"
"Critical Infrastructure Management for Telecommunication Networks","Active Media Technology","","","","10.1007/978-3-642-35236-2_49","Haibo WangBahram AlidaeeWei Wang","2012","http://link.springer.com/chapter/10.1007/978-3-642-35236-2_49","Chapter"
"A Tussle Analysis for Information-Centric Networking Architectures","The Future Internet","","","","10.1007/978-3-642-30241-1_2","Alexandros KostopoulosIoanna PapafiliCostas KalogirosTapio LeväNan ZhangDirk Trossen","2012","http://link.springer.com/chapter/10.1007/978-3-642-30241-1_2","Chapter"
"Seismic Hazard Assessment on NPP Sites in Taiwan through an Observation-Oriented Monte Carlo Simulation","Scalable Uncertainty Management","","","","10.1007/978-3-642-33362-0_54","Jui-Pin WangDuruo Huang","2012","http://link.springer.com/chapter/10.1007/978-3-642-33362-0_54","Chapter"
"Building Understanding of Smart City Initiatives","Electronic Government","","","","10.1007/978-3-642-33489-4_4","Suha AlawadhiArmando Aldama-NaldaHafedh ChourabiJ. Ramon Gil-GarciaSofia LeungSehl MellouliTaewoo NamTheresa A. PardoHans J. SchollShawn Walker","2012","http://link.springer.com/chapter/10.1007/978-3-642-33489-4_4","Chapter"
"Multiagent Systems for the Governance of Spatial Environments: Some Modelling Approaches","Computational Science and Its Applications – ICCSA 2012","","","","10.1007/978-3-642-31075-1_32","Domenico Camarda","2012","http://link.springer.com/chapter/10.1007/978-3-642-31075-1_32","Chapter"
"Understanding Complex Environments with the Feedforward Torch","Ambient Intelligence","","","","10.1007/978-3-642-34898-3_22","Jo VermeulenKris LuytenKarin Coninx","2012","http://link.springer.com/chapter/10.1007/978-3-642-34898-3_22","Chapter"
"Towards Optimal Event Detection and Localization in Acyclic Flow Networks","Distributed Computing and Networking","","","","10.1007/978-3-642-25959-3_13","Mahima Agumbe SureshRadu StoleruRon DentonEmily ZechmanBasem Shihada","2012","http://link.springer.com/chapter/10.1007/978-3-642-25959-3_13","Chapter"
